Function	Count	Inclusive Time (ms)	Inclusive Time %	Exclusive Time (ms)	Exclusive Time %	Avg Time (ms)	Max Time (ms)	Min Time (ms)	URL	Line Number
getAlignToXY	7	189.02	4.55	0	0	27	70.01	2	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"4,928"
getAnchorXY	14	3	0.07	0	0	0.21	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"4,817"
showAt	2	71.01	1.71	0	0	35.5	39	32	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-menu-debug.js?t=20111007011424	467
onBeforeShow	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-menu-debug.js?t=20111007011424	849
hideAll	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-menu-debug.js?t=20111007011424	800
onShow	2	1	0.02	0	0	0.5	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-menu-debug.js?t=20111007011424	821
last	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"11,920"
getKey	311	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"11,651"
onMenuShow	1	18	0.43	0	0	18	18	18	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-buttons-debug.js?t=20111007011423	718
JScript - window script block	1	18	0.43	0	0	18	18	18	http://pl-l01899/SaaS/scripts/ext.frs/objectviewtoolbar.js?t=20120227063557	180
getHeight	28	22	0.53	0	0	0.79	7	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"3,159"
getY	3	2	0.05	0	0	0.67	2	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"6,442"
getY	3	2	0.05	0	0	0.67	2	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	"1,055"
select	20	12	0.29	0	0	0.6	4	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"5,386"
select	20	12	0.29	0	0	0.6	4	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"9,097"
CompositeElementLite	20	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"8,658"
add	21	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"8,719"
JScript - window script block	6	2	0.05	0	0	0.33	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"8,903"
invoke	6	2	0.05	0	0	0.33	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"8,739"
onButtonMenuShow	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-toolbars-debug.js?t=20111007011424	659
setXY	4	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"2,527"
storeXY	4	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"2,476"
setXY	16	3	0.07	0	0	0.19	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"6,532"
eval code	1	0	0	0	0	0	0	0		0
onShow	3	8	0.19	0	0	2.67	7	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"4,656"
onShow	68	19	0.46	0	0	0.28	7	0	http://pl-l01899/SaaS/scripts/ext.frs/frs.31x.js?t=20120223125400	"1,445"
focus	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-menu-debug.js?t=20111007011424	559
delayHide	53	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-tips-debug.js?t=20111007011424	524
onMouseOver	4	12	0.29	0	0	3	4	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-menu-debug.js?t=20111007011424	391
findTargetItem	9	2	0.05	0	0	0.22	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-menu-debug.js?t=20111007011424	323
Object.valueOf	9	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
f	21	1	0.02	0	0	0.05	1	0		0
setActiveItem	4	12	0.29	0	0	3	4	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-menu-debug.js?t=20111007011424	349
activate	3	12	0.29	0	0	4	4	4	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-menu-debug.js?t=20111007011424	"1,352"
activate	3	8	0.19	0	0	2.67	3	2	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-menu-debug.js?t=20111007011424	"1,096"
adjust	3	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	"1,923"
focus	3	4	0.1	0	0	1.33	2	1	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"1,527"
expandMenu	4	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-menu-debug.js?t=20111007011424	"1,380"
onMouseOut	4	1	0.02	0	0	0.25	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-menu-debug.js?t=20111007011424	403
shouldDeactivate	3	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-menu-debug.js?t=20111007011424	"1,363"
shouldDeactivate	3	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-menu-debug.js?t=20111007011424	"1,114"
getPoint	3	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"3,625"
Point	4	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	"1,941"
contains	4	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	"1,878"
deactivate	3	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-menu-debug.js?t=20111007011424	"1,374"
deactivate	3	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-menu-debug.js?t=20111007011424	"1,108"
hideMenu	3	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-menu-debug.js?t=20111007011424	"1,402"
JScript - window script block	9	1	0.02	0	0	0.11	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"2,455"
onMouseDown	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-menu-debug.js?t=20111007011424	859
eval code	1	0	0	0	0	0	0	0		0
f	5	0	0	0	0	0	0	0		0
onClick	1	3	0.07	0	0	3	3	3	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-menu-debug.js?t=20111007011424	331
onClick	1	2	0.05	0	0	2	2	2	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-menu-debug.js?t=20111007011424	"1,086"
JScript - window script block	2	415.04	9.99	0	0	207.52	414.04	1	http://pl-l01899/SaaS/scripts/ext.frs/objectviewtoolbar.js?t=20120227063557	348
JScript - window script block	1	1	0.02	0	0	1	1	1	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutpanel.js?t=20120312043903	434
panelExecuteGridToolbarAction	1	1	0.02	0	0	1	1	1	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutpanel.js?t=20120312043903	999
realExecuteAction	1	1	0.02	0	0	1	1	1	http://pl-l01899/SaaS/scripts/ext.frs/quickactions/quickactionexecutor.js?t=20120303044722	11
getQuickActionDefinition	1	1	0.02	0	0	1	1	1	http://pl-l01899/SaaS/scripts/ext.frs/quickactions/quickactioncommon.js?t=20111007011429	12
init	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/quickactions/quickactioncommon.js?t=20111007011429	5
Action	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/Services/Action.asmx/jsdebug?RV=1_9_0_000	2
initializeBase	53	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,064"
resolveInheritance	"1,535"	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,107"
WebServiceProxy	32	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,877"
_get_path	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/Services/Action.asmx/jsdebug?RV=1_9_0_000	10
get_path	71	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,904"
set_path	32	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,907"
set_defaultUserContext	32	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,889"
set_defaultSucceededCallback	32	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,895"
set_defaultFailedCallback	32	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,901"
GetActionTransDefinition	1	1	0.02	0	0	1	1	1	http://pl-l01899/SaaS/Services/Action.asmx/jsdebug?RV=1_9_0_000	45
_invoke	7	42	1.01	0	0	6	18	1	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,910"
get_defaultFailedCallback	5	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,898"
get_defaultUserContext	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,886"
get_timeout	7	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,879"
invoke	7	42	1.01	0	0	6	18	1	http://pl-l01899/SaaS/scripts/ext.frs/loader.js?t=20120301074918	33
addCsrfParameterValue	8	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/loader.js?t=20120301074918	334
invoke	7	42	1.01	0	0	6	18	1	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,918"
WebRequest	7	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,751"
get_headers	21	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,784"
encodeURIComponent	19	0	0	0	0	0	0	0		0
_createUrl	7	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,867"
_createQueryString	7	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,851"
StringBuilder	18	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,179"
toString	18	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,200"
set_url	7	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,781"
serialize	11	46.01	1.11	0	0	4.18	17	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"2,110"
inheritsFrom	741	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,055"
getName	741	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,036"
startsWith	946	3	0.07	0	0	0	1	0	http://pl-l01899/SaaS/lib/prototype-lite.js?t=20111007011428	466
String.toString	984	0	0	0	0	0	0	0		0
set_body	7	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,800"
add_completed	7	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,762"
_get_eventHandlerList	14	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,774"
EventHandlerList	7	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,425"
addHandler	7	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,429"
_getEvent	28	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,446"
enqueue	7	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	949
invoke	7	8	0.19	0	0	1.14	2	1	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,826"
executeRequest	7	8	0.19	0	0	1.14	2	1	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,720"
get_executor	7	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,809"
eval code	1	0	0	0	0	0	0	0		0
XMLHttpExecutor	7	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,562"
WebRequestExecutor	7	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,492"
set_executor	7	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,812"
_set_webRequest	7	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,500"
get_aborted	7	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,615"
NetworkRequestEventArgs	7	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,741"
CancelEventArgs	7	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,458"
EventArgs	7	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,455"
_get_eventHandlerList	14	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,704"
clone	21	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	958
OnRequestInvoked	7	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/loader.js?t=20120301074918	263
get_cancel	7	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,463"
get_webRequest	7	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,497"
get_body	7	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,797"
get_httpVerb	7	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,787"
getResolvedUrl	7	4	0.1	0	0	0.57	1	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,823"
String.lastIndexOf	7	0	0	0	0	0	0	0		0
_onReadyStateChange	35	"2,587.26"	62.28	0	0	73.92	"1,048.11"	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,572"
get_timeout	7	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,816"
get_defaultTimeout	6	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,708"
stopEvent	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"3,163"
stopEvent	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	"1,409"
stopPropagation	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	"1,414"
handleClick	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-menu-debug.js?t=20111007011424	"1,119"
JScript - window script block	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-tabs-debug.js?t=20111007011424	521
JScript - window script block	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-tabs-debug.js?t=20111007011424	525
onFocus	3	1	0.02	0	0	0.33	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-buttons-debug.js?t=20111007011423	688
onClick	2	726.07	17.48	0	0	363.04	414.04	312.03	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-buttons-debug.js?t=20111007011423	608
JScript - window script block	1	414.04	9.97	0	0	414.04	414.04	414.04	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutpanel.js?t=20120312043903	469
promptSave	2	416.04	10.01	0	0	208.02	414.04	2	http://pl-l01899/SaaS/scripts/ext.frs/data/pendingchanges.js?t=20120312043903	759
promptSaveInternal	2	416.04	10.01	0	0	208.02	414.04	2	http://pl-l01899/SaaS/scripts/ext.frs/data/pendingchanges.js?t=20120312043903	697
_$L	23	0	0	0	0	0	0	0	http://pl-l01899/SaaS/localization/scripts/localizer.js?t=20111007011428	6
isVisible	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/window-debug.js?t=20111007011424	"1,413"
getDialog	1	158.02	3.8	0	0	158.02	158.02	158.02	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/window-debug.js?t=20111007011424	"1,282"
JScript - window script block	4	1	0.02	0	0	0.25	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/window-debug.js?t=20111007011424	"1,287"
createCallback	4	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	435
initComponent	24	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-buttons-debug.js?t=20111007011423	189
Toolbar	16	4	0.1	0	0	0.25	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-toolbars-debug.js?t=20111007011424	362
initComponent	16	3	0.07	0	0	0.19	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-toolbars-debug.js?t=20111007011424	402
initComponent	86	28	0.67	0	0	0.33	2	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"4,197"
enableBubble	97	6	0.14	0	0	0.06	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"2,502"
getLayout	54	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"4,668"
JScript - window script block	66	49.01	1.18	0	0	0.74	2	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"4,364"
applyDefaults	17	1	0.02	0	0	0.06	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-toolbars-debug.js?t=20111007011424	476
lookupComponent	17	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-toolbars-debug.js?t=20111007011424	449
createComponent	100	38	0.92	0	0	0.38	2	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"4,556"
getBubbleTarget	"1,060"	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"1,919"
getComponentId	248	1	0.02	0	0	0	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"4,322"
initRef	333	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"1,232"
onAdd	17	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-toolbars-debug.js?t=20111007011424	620
onAdd	248	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"4,381"
trackMenu	17	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-toolbars-debug.js?t=20111007011424	604
initComponent	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/window-debug.js?t=20111007011424	217
initTools	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/window-debug.js?t=20111007011424	380
addTool	6	2	0.05	0	0	0.33	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"9,124"
JScript - window script block	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"9,129"
createFbar	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"8,812"
createToolbar	17	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"8,840"
JScript - window script block	4	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"8,833"
initComponent	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"11,685"
applyTemplate	416	5	0.12	0	0	0.01	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	843
fn	294	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	852
CompositeElement	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"9,037"
transformElement	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"9,051"
getElement	6	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"9,045"
afterRender	1	3	0.07	0	0	3	3	3	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"11,741"
syncProgressBar	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"11,888"
updateText	1	1	0.02	0	0	1	1	1	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"11,874"
onRender	1	16	0.39	0	0	16	16	16	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/window-debug.js?t=20111007011424	274
createClasses	12	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"9,708"
format	4	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	475
JScript - window script block	28	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	477
insertHtml	5	5	0.12	0	0	1	1	1	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"5,522"
enableDisplayMode	25	1	0.02	0	0	0.04	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"7,397"
swallowEvent	11	4	0.1	0	0	0.36	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"4,626"
applyStyles	13	7	0.17	0	0	0.54	6	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"6,062"
applyStyles	13	7	0.17	0	0	0.54	6	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	278
JScript - window script block	13	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	880
makeFloating	1	2	0.05	0	0	2	2	2	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"9,072"
getZIndex	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"2,236"
insertFirst	5	1	0.02	0	0	0.2	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	718
compiled	5	0	0	0	0	0	0	0		0
createToolHandler	5	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"9,221"
addClassOnOver	19	3	0.07	0	0	0.16	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"6,234"
hover	36	4	0.1	0	0	0.11	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"4,291"
onRender	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-toolbars-debug.js?t=20111007011424	415
insertBefore	6	1	0.02	0	0	0.17	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	515
createProxy	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"4,788"
getContentTarget	24	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"9,600"
afterRender	12	372.04	8.96	0	0	31	258.03	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"9,234"
onResize	7	498.05	11.99	0	0	71.15	361.04	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"4,937"
getLayoutTarget	93	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"4,317"
onLayout	9	450.05	10.83	0	0	50.01	351.04	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-toolbars-debug.js?t=20111007011424	20
f	2	0	0	0	0	0	0	0		0
f	2	0	0	0	0	0	0	0		0
f	2	0	0	0	0	0	0	0		0
onRender	24	329.03	7.92	0	0	13.71	68.01	2	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-buttons-debug.js?t=20111007011423	296
getTemplateArgs	24	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-buttons-debug.js?t=20111007011423	275
